#Index,Key,MsgJp,MsgEn,GmdPath,ArcPath,ArcName,ReadIndex,
60,ACHIEVEMENT_INFO_664,デスナイトを200体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,60,
61,ACHIEVEMENT_INFO_665,ゴーストメイルを30体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,61,
62,ACHIEVEMENT_INFO_666,ゴーストメイルを100体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,62,
63,ACHIEVEMENT_INFO_667,ゴーストメイルを300体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,63,
64,ACHIEVEMENT_INFO_668,スケルトンアルケミーを30体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,64,
65,ACHIEVEMENT_INFO_669,スケルトンアルケミーを100体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,65,
66,ACHIEVEMENT_INFO_670,スケルトンアルケミーを300体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,66,
67,ACHIEVEMENT_INFO_671,《リザードマン》系エネミーを30体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,67,
68,ACHIEVEMENT_INFO_672,《リザードマン》系エネミーを100体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,68,
69,ACHIEVEMENT_INFO_673,《リザードマン》系エネミーを300体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,69,
70,ACHIEVEMENT_INFO_677,《サルファーリザード》系エネミーを30体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,70,
71,ACHIEVEMENT_INFO_678,《サルファーリザード》系エネミーを100体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,71,
72,ACHIEVEMENT_INFO_679,《サルファーリザード》系エネミーを300体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,72,
73,ACHIEVEMENT_INFO_683,《ロックリザード》系エネミーを30体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,73,
74,ACHIEVEMENT_INFO_684,《ロックリザード》系エネミーを100体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,74,
75,ACHIEVEMENT_INFO_685,《ロックリザード》系エネミーを300体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,75,
76,ACHIEVEMENT_INFO_689,ブルーニュートを30体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,76,
77,ACHIEVEMENT_INFO_690,ブルーニュートを100体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,77,
78,ACHIEVEMENT_INFO_691,ブルーニュートを300体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,78,
79,ACHIEVEMENT_INFO_692,《アンデッド》系エネミーを50体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,79,
80,ACHIEVEMENT_INFO_693,《アンデッド》系エネミーを200体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,80,
81,ACHIEVEMENT_INFO_694,《アンデッド》系エネミーを500体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,81,
82,ACHIEVEMENT_INFO_707,《液状人形》系エネミーを50体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,82,
83,ACHIEVEMENT_INFO_708,《液状人形》系エネミーを200体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,83,
84,ACHIEVEMENT_INFO_709,《液状人形》系エネミーを500体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,84,
85,ACHIEVEMENT_INFO_713,《コープス》系エネミーを30体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,85,
86,ACHIEVEMENT_INFO_714,《コープス》系エネミーを100体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,86,
87,ACHIEVEMENT_INFO_715,《コープス》系エネミーを300体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,87,
88,ACHIEVEMENT_INFO_719,《ハーピー》系エネミーを50体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,88,
89,ACHIEVEMENT_INFO_720,《ハーピー》系エネミーを200体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,89,
90,ACHIEVEMENT_INFO_721,《ハーピー》系エネミーを500体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,90,
91,ACHIEVEMENT_INFO_725,ハーピーアルケミーを30体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,91,
92,ACHIEVEMENT_INFO_726,ハーピーアルケミーを100体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,92,
93,ACHIEVEMENT_INFO_727,ハーピーアルケミーを300体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,93,
94,ACHIEVEMENT_INFO_728,シャドーハーピーを30体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,94,
95,ACHIEVEMENT_INFO_729,シャドーハーピーを100体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,95,
96,ACHIEVEMENT_INFO_730,シャドーハーピーを300体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,96,
97,ACHIEVEMENT_INFO_731,《地蟲》系エネミーを50体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,97,
98,ACHIEVEMENT_INFO_732,《地蟲》系エネミーを100体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,98,
99,ACHIEVEMENT_INFO_733,《地蟲》系エネミーを300体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,99,
100,ACHIEVEMENT_INFO_737,《スライム》系エネミーを50体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,100,
101,ACHIEVEMENT_INFO_738,《スライム》系エネミーを100体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,101,
102,ACHIEVEMENT_INFO_739,《スライム》系エネミーを300体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,102,
103,ACHIEVEMENT_INFO_752,《メルガン》系エネミーを30体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,103,
104,ACHIEVEMENT_INFO_753,《メルガン》系エネミーを100体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,104,
105,ACHIEVEMENT_INFO_754,《メルガン》系エネミーを300体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,105,
106,ACHIEVEMENT_INFO_773,《バンデッド》系エネミーを30体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,106,
107,ACHIEVEMENT_INFO_774,《バンデッド》系エネミーを100体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,107,
108,ACHIEVEMENT_INFO_775,《バンデッド》系エネミーを200体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,108,
109,ACHIEVEMENT_INFO_794,《ローグ》系エネミーを30体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,109,
110,ACHIEVEMENT_INFO_795,《ローグ》系エネミーを100体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,110,
111,ACHIEVEMENT_INFO_796,《ローグ》系エネミーを300体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,111,
112,ACHIEVEMENT_INFO_818,《ミストマン》系エネミーを30体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,112,
113,ACHIEVEMENT_INFO_819,《ミストマン》系エネミーを100体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,113,
114,ACHIEVEMENT_INFO_820,《ミストマン》系エネミーを300体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,114,
115,ACHIEVEMENT_INFO_836,《呪縛ポーン》系エネミーを30体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,115,
116,ACHIEVEMENT_INFO_837,《呪縛ポーン》系エネミーを100体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,116,
117,ACHIEVEMENT_INFO_838,《呪縛ポーン》系エネミーを300体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,117,
118,ACHIEVEMENT_INFO_863,《フォレストゴブリン》系エネミーを50体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,118,
119,ACHIEVEMENT_INFO_864,《フォレストゴブリン》系エネミーを200体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,119,
120,ACHIEVEMENT_INFO_865,《フォレストゴブリン》系エネミーを500体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,120,
121,ACHIEVEMENT_INFO_872,《レッドキャップ》系エネミーを30体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,121,
122,ACHIEVEMENT_INFO_873,《レッドキャップ》系エネミーを100体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,122,
123,ACHIEVEMENT_INFO_874,《レッドキャップ》系エネミーを300体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,123,
124,ACHIEVEMENT_INFO_881,《錬魔ゴブリン》系エネミーを50体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,124,
125,ACHIEVEMENT_INFO_882,《錬魔ゴブリン》系エネミーを200体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,125,
126,ACHIEVEMENT_INFO_883,《錬魔ゴブリン》系エネミーを500体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,126,
127,ACHIEVEMENT_INFO_899,《シャドーゴブリン》系エネミーを30体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,127,
128,ACHIEVEMENT_INFO_900,《シャドーゴブリン》系エネミーを100体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,128,
129,ACHIEVEMENT_INFO_901,《シャドーゴブリン》系エネミーを300体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,129,
130,ACHIEVEMENT_INFO_914,キラービーを50体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,130,
131,ACHIEVEMENT_INFO_915,キラービーを200体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,131,
132,ACHIEVEMENT_INFO_916,キラービーを500体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,132,
133,ACHIEVEMENT_INFO_917,《サイクロプス》系エネミーを10体討伐,   ,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,133,
